area,species,speciesID,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
6,KW,1,37,0.004132231,0.061983471,0.070247934,0.037190083,0.037190083,0.024793388,0.020661157,0.041322314,0.020661157,0.037190083,0.020661157,0.016528926,0.037190083,0.012396694,0.020661157,0.033057851,0.033057851,0.016528926,0.016528926,0.02892562,0.02892562,0.024793388,0.020661157,0.016528926,0.318181816
6,KW,1,38,0.008163265,0.057142857,0.057142857,0.065306122,0.036734694,0.036734694,0.016326531,0.016326531,0.036734694,0.020408163,0.036734694,0.020408163,0.016326531,0.036734694,0.012244898,0.016326531,0.032653061,0.032653061,0.016326531,0.016326531,0.028571429,0.028571429,0.024489796,0.016326531,0.314285715
6,KW,1,39,0.011857708,0.043478261,0.055335968,0.055335968,0.059288538,0.031620553,0.035573123,0.015810277,0.015810277,0.035573123,0.019762846,0.035573123,0.019762846,0.015810277,0.027667984,0.011857708,0.015810277,0.031620553,0.031620553,0.015810277,0.015810277,0.027667984,0.027667984,0.023715415,0.320158101
6,KW,1,40,0,0.053846154,0.042307692,0.053846154,0.053846154,0.053846154,0.030769231,0.034615385,0.015384615,0.015384615,0.034615385,0.019230769,0.030769231,0.019230769,0.015384615,0.026923077,0.007692308,0.015384615,0.030769231,0.030769231,0.015384615,0.015384615,0.023076923,0.026923077,0.334615386
6,KW,1,41,0,0.049429658,0.049429658,0.041825095,0.053231939,0.049429658,0.053231939,0.030418251,0.034220532,0.015209125,0.015209125,0.034220532,0.019011407,0.030418251,0.019011407,0.015209125,0.02661597,0.007604563,0.015209125,0.030418251,0.030418251,0.015209125,0.011406844,0.022813688,0.330798476
6,KW,1,42,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,43,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,44,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,45,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
6,KW,1,46,0.001443023,0.045520562,0.041962367,0.039605485,0.03720618,0.035136012,0.033408382,0.030750678,0.029295712,0.029578646,0.02948635,0.029131174,0.027683927,0.026499906,0.025393712,0.024970453,0.025667701,0.024170973,0.023715678,0.022659243,0.021720294,0.021867767,0.020206449,0.019429042,0.333490285
